tv	tele,television,tv,video,テレビ,映像
candy	candy,キャンディー
cane	cane,杖
canes	canes,杖
canister	canister,キャニスター
canisters	canisters,キャニスター
canned	canned,缶詰
cannulae	cannulae,カニューレ
canola	canola,キャノーラ
cans	cans,缶
cantaloupe	cantaloupe,マスクメロン
canteens	canteens,食堂
canvas	canvas,キャンバス
cap	cap,キャップ
capacitance	capacitance,静電容量
capacitive	capacitive,容量性
capacitors	capacitors,コンデンサ
capellini	capellini,カッペッリーニ
capers	capers,ケッパー
capes	capes,ケープ
capicola	capicola,カピコラ
capillary	capillary,毛細管
cappers	cappers,キャッパー
capris	capris,カプリパンツ
capsules	capsules,カプセル
captive	captive,捕虜
capture	capture,キャプチャ
cara	cara,カーラ
carafes	carafes,デカンタ
caramel	caramel,キャラメル
caramels	caramels,キャラメル
caraway	caraway,キャラウェイ
carb	carb,炭水化物
carbohydrates	carbohydrates,炭水化物
carbon	carbon,カーボン
carbonated	carbonated,炭酸のある
carbonless	carbonless,カーボンレス
carboys	carboys,カーボーイ
carburetors	carburetors,キャブレター
cardamom	cardamom,カルダモン
cardboard	cardboard,段ボール
cardigan	cardigan,カーディガン
cardigans	cardigans,カーディガン
carnations	carnations,カーネーション
carnitine	carnitine,カルニチン
carob	carob,イナゴマメ
carotenes	carotenes,カロチン
carotenoids	carotenoids,カロテノイド
carousels	carousels,カルーセル
carpentry	carpentry,大工仕事
carpet	carpet,カーペット
carports	carports,カーポート
carriage	carriage,馬車
carrier	carrier,キャリア
carrot	carrot,ニンジン
carrying	carrying,運ぶ
carton	carton,カートン
carvers	carvers,彫刻家
carving	carving,彫刻
case	case,ケース
casein	casein,カゼイン
casement	casement,開き窓
cashew	cashew,カシューナッツ
cashews	cashews,カシューナッツ
caskets	caskets,棺
cassava	cassava,キャッサバ
casserole	casserole,キャセロール
casseroles	casseroles,キャセロール
cassette	cassette,カセット
cassettes	cassettes,カセット
cast	cast,キャスト
castelvetrano	castelvetrano,カステルベトラーノ
caster	caster,キャスター
casters	casters,キャスター
casting	casting,キャスティング
catadioptric	catadioptric,反射屈折
catalog	catalog,カタログ
catalysts	catalysts,触媒
catching	catching,捕まえる
catechins	catechins,カテキン
catfish	catfish,ナマズ
catheters	catheters,カテーテル
caulk	caulk,コーキングする
caulking	caulking,コーキング
caustics	caustics,コースティクス
cauteries	cauteries,焼灼器
caviar	caviar,キャビア
cayenne	cayenne,カイエン
cb	cb
cc	cc
cdna	cdna
cedar	cedar,杉
celebration	celebration,お祝い
celeriac	celeriac,セロリアック
celery	celery,セロリ
cellar	cellar,地下室
cellars	cellars,地下室
cello	cello,チェロ
cellophane	cellophane,セロハン
cells	cells,細胞
cellular	cellular,セルラー
cellulite	cellulite,セルライト
cellware	cellware,セルウェア
celtic	celtic,ケルトの
cement	cement,セメント
cements	cements,セメント
centerless	centerless,中心のない
centerpiece	centerpiece,目玉
centerpieces	centerpieces,センターピース
central	central,中央
centrifuge	centrifuge,遠心分離機
centrifuges	centrifuges,遠心分離機
ceramic	ceramic,セラミック
ceremony	ceremony,儀式
certificate	certificate,証明書
certificates	certificates,証明書
certified	certified,認定された
cervical	cervical,頸椎
cessation	cessation,中止
ch	ch,チャンネル
chainrings	chainrings,チェーンリング
chainsaw	chainsaw,チェーンソー
chainsaws	chainsaws,チェーンソー
chair	chair,椅子
chaise	chaise,長椅子
chalices	chalices,聖杯
chalkboards	chalkboards,黒板
chambers	chambers,部屋
chamfer	chamfer,面取り
chamomile	chamomile,カモミール
champagne	champagne,シャンパン
chandeliers	chandeliers,シャンデリア
change	change,変化する
changeable	changeable,変更可能な
changers	changers,チェンジャー
changing	changing,変化する
channel	channel,チャンネル
channels	channels,チャンネル
chanterelle	chanterelle,アンズタケ
char	char,文字
character	character,キャラクター
charbroilers	charbroilers,チャーブロイラー
charcoal	charcoal,木炭
charcoals	charcoals,木炭
charcuterie	charcuterie,肉類
chard	chard,フダンソウ
charging	charging,充電中
charm	charm,魅力
chart	chart,チャート
chartplotters	chartplotters,チャートプロッター
chastity	chastity,貞操
chawanmushi	chawanmushi,茶わん蒸し
check	check,チェックする
checkbook	checkbook,小切手帳
checkpoints	checkpoints,チェックポイント
cheddar	cheddar,チェダーチーズ
cheek	cheek,頬
cheeses	cheeses,チーズ
chef	chef,シェフ
chelsea	chelsea,チェルシー
chemical	chemical,化学
chemically	chemically,化学的に
chemicals	chemicals,化学薬品
chemises	chemises,シュミーズ
chemotherapy	chemotherapy,化学療法
cheongsams	cheongsams,チャイナドレス
cherry	cherry,チェリー
chestnuts	chestnuts,栗
chests	chests,チェスト
chewing	chewing,噛む
chews	chews,噛む
chia	chia,チア
chihuahua	chihuahua,チワワ
childhood	childhood,幼少期
chile	chile,チリ
chili	chili,唐辛子
chilis	chilis,唐辛子
chillers	chillers,チラー
chimineas	chimineas,チミネア
chimney	chimney,煙突
chin	chin,あご
china	china,中国
chinese	chinese,中国人
chip	chip,チップ
chipboard	chipboard,ボール紙
chipotle	chipotle,チポトレ
chiral	chiral,キラル
chlorella	chlorella,クロレラ
chlorine	chlorine,塩素
chlorophyll	chlorophyll,クロロフィル
chocks	chocks,チョック
chocolates	chocolates,チョコレート
choker	choker,チョーカー
chokers	chokers,チョーカー
chokes	chokes,チョーク
cholesterol	cholesterol,コレステロール
choline	choline,コリン
cholis	cholis,チョリス
chondroitin	chondroitin,コンドロイチン
chop	chop,チョップ
chopped	chopped,刻んだ
choppers	choppers,チョッパー
chopstick	chopstick,箸
chopsticks	chopsticks,箸
chorus	chorus,コーラス
choy	choy,菜
christmas	christmas,クリスマス
chromatographs	chromatographs,クロマトグラフ
chromatography	chromatography,クロマトグラフィー
chromium	chromium,クロム
chrysanthemums	chrysanthemums,菊
chuck	chuck,チャック
chucking	chucking,チャッキング
chucks	chucks,チャック
chukka	chukka,チャッカ
chunks	chunks,チャンク
churidar	churidar,チュリダル
chutneys	chutneys,チャツネ
ciders	ciders,サイダー
cigar	cigar,葉巻
cinchers	cinchers,シンチャー
cinder	cinder,燃え殻
cine	cine,映画
cinnamon	cinnamon,シナモン
cipollini	cipollini,シポリーニ
circboard	circboard,回路基板
circuit	circuit,回路
circuits	circuits,回路
circular	circular,円形
circulating	circulating,循環している
circulation	circulation,循環
circulators	circulators,サーキュレーター
cissus	cissus,シスサス
citrulline	citrulline,シトルリン
citrus	citrus,柑橘類
civil	civil,民事
cla	cla,クラ
clam	clam,ハマグリ
clamp	clamp,クランプ
clamping	clamping,クランプ
clams	clams,ハマグリ
clamshell	clamshell,クラムシェル
clarified	clarified,明確化された
clarifiers	clarifiers,清澄剤
clarinets	clarinets,クラリネット
clasp	clasp,クラスプ
clasps	clasps,クラスプ
class	class,クラス
classic	classic,クラシック
classification	classification,分類
classroom	classroom,教室
claves	claves,クラーベス
clawfoot	clawfoot,猫足
claws	claws,爪
clayboard	clayboard,粘土板
clays	clays,粘土
clean	clean,きれいな
cleaner	cleaner,クリーナー
cleanroom	cleanroom,クリーンルーム
cleanse	cleanse,浄化する
cleansers	cleansers,クレンザー
cleansing	cleansing,クレンジング
clear	clear,クリア
clearfloor	clearfloor,クリアフロア
clearing	clearing,清算
cleat	cleat,クリート
cleavers	cleavers,包丁
clementines	clementines,クレメンタイン
clevis	clevis,クレビス
clickers	clickers,クリッカー
client	client,クライアント
clients	clients,クライアント
climber	climber,登山者
climbers	climbers,登山者
clinching	clinching,クリンチング
cling	cling,しがみつく
clinical	clinical,臨床的
clinician	clinician,臨床医
clip	clip,クリップ
clipper	clipper,バリカン
clippers	clippers,バリカン
clitoral	clitoral,クリトリス
clogs	clogs,下駄
cloning	cloning,クローン作成
close	close,閉じる
closers	closers,クローザー
closet	closet,クローゼット
closets	closets,クローゼット
closure	closure,閉鎖
cloth	cloth,布
clothes	clothes,服
clotheslines	clotheslines,物干し竿
clotting	clotting,凝固
cloves	cloves,クローブ
cluster	cluster,クラスター
cmos	cmos
coagulators	coagulators,凝固剤
coalescing	coalescing,合体する
coarse	coarse,粗い
coat	coat,コート
coated	coated,コーティングされた
coatings	coatings,コーティング
cocaine	cocaine,コカイン
cockles	cockles,ザルガイ
cocoa	cocoa,ココア
coconut	coconut,ココナッツ
cod	cod,タラ
code	code,コード
coding	coding,コーディング
coffeemaker	coffeemaker,コーヒーメーカー
cohosh	cohosh,コホシュ
coil	coil,コイル
coils	coils,コイル
coin	coin,コイン
colanders	colanders,ザル
colby	colby,コルビー
cole	cole,コール
coleslaw	coleslaw,コールスロー
colic	colic,疝痛
collagen	collagen,コラーゲン
collard	collard,コラード
collated	collated,照合された
collecting	collecting,収集する
collection	collection,コレクション
collector	collector,コレクター
collectors	collectors,コレクター
collet	collet,コレット
collets	collets,コレット
collins	collins,コリンズ
colloidal	colloidal,コロイド状
color	color,色
colorectal	colorectal,結腸直腸
colored	colored,色付きの
colorimeter	colorimeter,比色計
colorimeters	colorimeters,比色計
coloring	coloring,着色
column	column,コラム
columnar	columnar,柱状の
columns	columns,列
combat	combat,戦闘
combination	combination,組み合わせ
combined	combined,組み合わせた
combo	combo,コンボ
combustion	combustion,燃焼
comforter	comforter,掛け布団
comice	comice,コミケ
commemorative	commemorative,記念品
commode	commode,便器
commodes	commodes,便器
commodore	commodore,提督
common	common,共通の
commuter	commuter,通勤者
compactflash	compactflash,コンパクトフラッシュ
compactor	compactor,コンパクター
compactors	compactors,コンパクター
comparator	comparator,コンパレータ
comparators	comparators,コンパレータ
comparison	comparison,比較
compensation	compensation,補償
compensators	compensators,補償器
competent	competent,有能な
competitive	competitive,競争力のある
competitor	competitor,競争相手
complex	complex,複雑な
compomers	compomers,コンポマー
component	component,コンポーネント
composite	composite,複合材
composition	composition,構成
compost	compost,堆肥
composting	composting,堆肥化
compotes	compotes,コンポート
compounds	compounds,化合物
compressor	compressor,コンプレッサー
compressors	compressors,コンプレッサー
concave	concave,凹面
concealed	concealed,隠された
concentrate	concentrate,集中する
concentrates	concentrates,濃縮物
concession	concession,譲歩
concessions	concessions,譲歩
conch	conch,巻貝
concord	concord,一致
condensate	condensate,凝縮水
condensed	condensed,凝縮された
condenser	condenser,コンデンサー
condensers	condensers,コンデンサー
condiment	condiment,調味料
condiments	condiments,調味料
conditional	conditional,条件付き
conditioners	conditioners,コンディショナー
condoms	condoms,コンドーム
condos	condos,コンドミニアム
conductive	conductive,導電性
conduit	conduit,導管
conduits	conduits,導管
cones	cones,コーン
conference	conference,会議
conferencing	conferencing,会議
confetti	confetti,紙吹雪
congas	congas,コンガ
connect	connect,接続する
connecting	connecting,接続する
connection	connection,接続
consomm	consomm,コンソム
constant	constant,定数
consumables	consumables,消耗品
contact	contact,連絡先
contactors	contactors,接触器
contacts	contacts,連絡先
container	container,コンテナ
containers	containers,コンテナ
containment	containment,封じ込め
continuous	continuous,継続的な
contour	contour,輪郭
contoured	contoured,輪郭のある
contraceptives	contraceptives,避妊薬
contrast	contrast,コントラスト
controller	controller,コントローラー
convection	convection,対流
convenient	convenient,便利な
conversation	conversation,会話
conversion	conversion,変換
convertible	convertible,コンバーチブル
convex	convex,凸型
conveyor	conveyor,コンベア
convolute	convolute,複雑な
cookbook	cookbook,料理本
cooker	cooker,炊飯器
cookers	cookers,炊飯器
cookie	cookie,クッキー
cooktop	cooktop,クックトップ
coolant	coolant,冷却剤
coolants	coolants,冷却剤
coops	coops,小屋
coplin	coplin,コプリン
copper	copper,銅
copy	copy,コピー
copyholders	copyholders,コピーホルダー
copying	copying,コピーする
coq10	coq10,コック10
coral	coral,サンゴ
corbels	corbels,コーベル
cordial	cordial,心のこもった
cords	cords,コード
corers	corers,コアラー
coriander	coriander,コリアンダー
corking	corking,コルク栓抜き
corkscrew	corkscrew,コルク抜き
corkscrews	corkscrews,コルク抜き
corned	corned,角質の
corner	corner,コーナー
corners	corners,コーナー
cornhole	cornhole,コーンホール
cornichons	cornichons,コルニッション
cornish	cornish,コーニッシュ
correction	correction,修正
corrugated	corrugated,波形の
corsets	corsets,コルセット
cortisone	cortisone,コルチゾン
cosmetic	cosmetic,化粧品
cosmetics	cosmetics,化粧品
cosplay	cosplay,コスプレ
cotija	cotija,コティハ
cots	cots,ベビーベッド
cottage	cottage,コテージ
cotter	cotter,コッター
cotton	cotton,綿
cough	cough,咳
coughing	coughing,咳をしている
counted	counted,数えられた
counter	counter,カウンター
counterfeit	counterfeit,偽物
countersink	countersink,皿穴
countersunk	countersunk,皿穴
countertop	countertop,カウンタートップ
coupe	coupe,クーペ
couple	couple,カップル
coupler	coupler,カプラー
coupling	coupling,カップリング
couplings	couplings,カップリング
couscous	couscous,クスクス
coveralls	coveralls,カバーオール
covered	covered,覆われた
covering	covering,カバーリング
coverings	coverings,カバーリング
coverlet	coverlet,掛け布団
coverlets	coverlets,掛け布団
cow	cow,牛
cowbell	cowbell,カウベル
cozies	cozies,居心地の良い
cpap	cpap
